| independent_var                                                                     | dependent_var                                               |          rho |    p_value |   sample_size_N |      FDR |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.131227    | 0.344224   |              54 | 0.978627 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  | -0.098557    | 0.478309   |              54 | 0.988902 |
|                                                                                     | apgar_1                                                     | -0.0849801   | 0.54122    |              54 | 0.999923 |
|                                                                                     | apgar_5                                                     |  0.0335003   | 0.809956   |              54 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.0793967   | 0.568207   |              54 | 0.999923 |
|                                                                                     | birthweight                                                 |  0.00264944  | 0.98483    |              54 | 0.999998 |
|                                                                                     | nicu_days                                                   |  0.0111666   | 0.936126   |              54 | 0.999998 |
|                                                                                     | delayed_villous_maturation                                  | -0.00629163  | 0.963986   |              54 | 0.999998 |
|                                                                                     | chorangiosis                                                |  0.0125833   | 0.928043   |              54 | 0.999998 |
| First Trimester_heart_rate_-_zone:_cardio_-_minutes                                 | nicu_days                                                   |  0.153001    | 0.269362   |              54 | 0.966043 |
|                                                                                     | placental_infarction                                        |  0.198809    | 0.149531   |              54 | 0.966043 |
|                                                                                     | accelerated_villous_maturation                              |  0.179406    | 0.194262   |              54 | 0.966043 |
|                                                                                     | increased_syncytial_knots                                   |  0.179406    | 0.194262   |              54 | 0.966043 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.153415    | 0.268052   |              54 | 0.966043 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.145793    | 0.292835   |              54 | 0.978627 |
|                                                                                     | chorangiosis                                                |  0.145078    | 0.295234   |              54 | 0.978627 |
|                                                                                     | delayed_villous_maturation                                  |  0.100924    | 0.467752   |              54 | 0.987746 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.092867    | 0.504192   |              54 | 0.999698 |
|                                                                                     | gest_age_del                                                | -0.0785346   | 0.572429   |              54 | 0.999923 |
|                                                                                     | birthweight                                                 | -0.0266578   | 0.848256   |              54 | 0.999923 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          | -0.0220899   | 0.874025   |              54 | 0.999923 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.0211973   | 0.879077   |              54 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.0309259   | 0.824319   |              54 | 0.999923 |
|                                                                                     | apgar_5                                                     | -0.0128458   | 0.926546   |              54 | 0.999998 |
|                                                                                     | apgar_1                                                     |  0.000400179 | 0.997709   |              54 | 1        |
| First Trimester_heart_rate_-_zone:_fat_burn_-_caloriesout                           | gest_age_del                                                |  0.16529     | 0.232305   |              54 | 0.966043 |
|                                                                                     | apgar_1                                                     |  0.196301    | 0.15484    |              54 | 0.966043 |
|                                                                                     | apgar_5                                                     |  0.191257    | 0.165933   |              54 | 0.966043 |
|                                                                                     | placental_infarction                                        |  0.180671    | 0.191085   |              54 | 0.966043 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.173913    | 0.208499   |              54 | 0.966043 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          |  0.189484    | 0.169969   |              54 | 0.966043 |
|                                                                                     | delayed_villous_maturation                                  |  0.182454    | 0.186669   |              54 | 0.966043 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.272323    | 0.0463533  |              54 | 0.966043 |
|                                                                                     | birthweight                                                 |  0.108911    | 0.433078   |              54 | 0.980905 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.110165    | 0.427767   |              54 | 0.980905 |
|                                                                                     | nicu_days                                                   | -0.021092    | 0.879673   |              54 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              | -0.0386906   | 0.781191   |              54 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   | -0.0386906   | 0.781191   |              54 | 0.999923 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse |  0.0550991   | 0.692311   |              54 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     |  0.0572858   | 0.680742   |              54 | 0.999923 |
|                                                                                     | chorangiosis                                                |  0.0754981   | 0.587413   |              54 | 0.999923 |
| First Trimester_heart_rate_-_zone:_fat_burn_-_max                                   | placental_infarction                                        | -0.154234    | 0.265476   |              54 | 0.966043 |
|                                                                                     | accelerated_villous_maturation                              | -0.216429    | 0.115972   |              54 | 0.966043 |
|                                                                                     | increased_syncytial_knots                                   | -0.216429    | 0.115972   |              54 | 0.966043 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          |  0.180674    | 0.191077   |              54 | 0.966043 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.233554    | 0.0891869  |              54 | 0.966043 |
|                                                                                     | gest_age_del                                                |  0.118464    | 0.393564   |              54 | 0.978627 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        |  0.136607    | 0.324628   |              54 | 0.978627 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.131227    | 0.344224   |              54 | 0.978627 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  | -0.098557    | 0.478309   |              54 | 0.988902 |
|                                                                                     | apgar_1                                                     | -0.0849801   | 0.54122    |              54 | 0.999923 |
|                                                                                     | apgar_5                                                     |  0.0335003   | 0.809956   |              54 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.0793967   | 0.568207   |              54 | 0.999923 |
|                                                                                     | birthweight                                                 |  0.00264944  | 0.98483    |              54 | 0.999998 |
|                                                                                     | nicu_days                                                   |  0.0111666   | 0.936126   |              54 | 0.999998 |
|                                                                                     | delayed_villous_maturation                                  | -0.00629163  | 0.963986   |              54 | 0.999998 |
|                                                                                     | chorangiosis                                                |  0.0125833   | 0.928043   |              54 | 0.999998 |
| First Trimester_heart_rate_-_zone:_fat_burn_-_min                                   | apgar_1                                                     | -0.170113    | 0.218769   |              54 | 0.966043 |
|                                                                                     | placental_infarction                                        |  0.171874    | 0.213968   |              54 | 0.966043 |
|                                                                                     | accelerated_villous_maturation                              | -0.229747    | 0.0946776  |              54 | 0.966043 |
|                                                                                     | increased_syncytial_knots                                   | -0.229747    | 0.0946776  |              54 | 0.966043 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        |  0.224758    | 0.102267   |              54 | 0.966043 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          |  0.189502    | 0.169928   |              54 | 0.966043 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.224758    | 0.102267   |              54 | 0.966043 |
|                                                                                     | nicu_days                                                   | -0.125454    | 0.366048   |              54 | 0.978627 |
|                                                                                     | apgar_5                                                     | -0.111684    | 0.421385   |              54 | 0.980905 |
|                                                                                     | chorangiosis                                                |  0.10382     | 0.455011   |              54 | 0.983631 |
|                                                                                     | gest_age_del                                                |  0.0946566   | 0.495975   |              54 | 0.999698 |
|                                                                                     | birthweight                                                 | -0.0464544   | 0.73871    |              54 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.0151243   | 0.913562   |              54 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  | -0.0188763   | 0.892234   |              54 | 0.999923 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.0283094   | 0.838976   |              54 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  | -0.00778141  | 0.955466   |              54 | 0.999998 |
| First Trimester_heart_rate_-_zone:_fat_burn_-_minutes                               | apgar_1                                                     |  0.169322    | 0.220952   |              54 | 0.966043 |
|                                                                                     | apgar_5                                                     |  0.186209    | 0.177608   |              54 | 0.966043 |
|                                                                                     | placental_infarction                                        |  0.207114    | 0.132915   |              54 | 0.966043 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.155013    | 0.26304    |              54 | 0.966043 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          |  0.180674    | 0.191077   |              54 | 0.966043 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.319013    | 0.0187127  |              54 | 0.966043 |
|                                                                                     | gest_age_del                                                |  0.14871     | 0.28318    |              54 | 0.972644 |
|                                                                                     | delayed_villous_maturation                                  |  0.125833    | 0.364591   |              54 | 0.978627 |
|                                                                                     | birthweight                                                 |  0.0661787   | 0.634463   |              54 | 0.999923 |
|                                                                                     | nicu_days                                                   | -0.0161295   | 0.907842   |              54 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              |  0.0217639   | 0.87587    |              54 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   |  0.0217639   | 0.87587    |              54 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0749136   | 0.590317   |              54 | 0.999923 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse |  0.0553332   | 0.691069   |              54 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     |  0.0572869   | 0.680736   |              54 | 0.999923 |
|                                                                                     | chorangiosis                                                |  0.0880828   | 0.526498   |              54 | 0.999923 |
| First Trimester_heart_rate_-_zone:_out_of_range_-_caloriesout                       | gest_age_del                                                |  0.290965    | 0.0327989  |              54 | 0.966043 |
|                                                                                     | birthweight                                                 |  0.347737    | 0.00998072 |              54 | 0.966043 |
|                                                                                     | apgar_1                                                     |  0.169199    | 0.221292   |              54 | 0.966043 |
|                                                                                     | nicu_days                                                   | -0.231751    | 0.0917561  |              54 | 0.966043 |
|                                                                                     | accelerated_villous_maturation                              | -0.319197    | 0.018641   |              54 | 0.966043 |
|                                                                                     | increased_syncytial_knots                                   | -0.319197    | 0.018641   |              54 | 0.966043 |
|                                                                                     | apgar_5                                                     |  0.138641    | 0.317407   |              54 | 0.978627 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.118978    | 0.391501   |              54 | 0.978627 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.10208     | 0.462645   |              54 | 0.987233 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse |  0.0957537   | 0.490972   |              54 | 0.99674  |
|                                                                                     | placental_infarction                                        | -0.066099    | 0.634872   |              54 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0396594   | 0.775852   |              54 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0389033   | 0.780017   |              54 | 0.999923 |
|                                                                                     | chorangiosis                                                | -0.0880811   | 0.526506   |              54 | 0.999923 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          | -0.0044066   | 0.974772   |              54 | 0.999998 |
|                                                                                     | delayed_villous_maturation                                  |  0           | 1          |              54 | 1        |
| First Trimester_heart_rate_-_zone:_out_of_range_-_max                               | apgar_1                                                     | -0.170113    | 0.218769   |              54 | 0.966043 |
|                                                                                     | placental_infarction                                        |  0.171874    | 0.213968   |              54 | 0.966043 |
|                                                                                     | accelerated_villous_maturation                              | -0.229747    | 0.0946776  |              54 | 0.966043 |
|                                                                                     | increased_syncytial_knots                                   | -0.229747    | 0.0946776  |              54 | 0.966043 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        |  0.224758    | 0.102267   |              54 | 0.966043 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          |  0.189502    | 0.169928   |              54 | 0.966043 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.224758    | 0.102267   |              54 | 0.966043 |
|                                                                                     | nicu_days                                                   | -0.125454    | 0.366048   |              54 | 0.978627 |
|                                                                                     | apgar_5                                                     | -0.111684    | 0.421385   |              54 | 0.980905 |
|                                                                                     | chorangiosis                                                |  0.10382     | 0.455011   |              54 | 0.983631 |
|                                                                                     | gest_age_del                                                |  0.0946566   | 0.495975   |              54 | 0.999698 |
|                                                                                     | birthweight                                                 | -0.0464544   | 0.73871    |              54 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.0151243   | 0.913562   |              54 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  | -0.0188763   | 0.892234   |              54 | 0.999923 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.0283094   | 0.838976   |              54 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  | -0.00778141  | 0.955466   |              54 | 0.999998 |
| First Trimester_heart_rate_-_zone:_out_of_range_-_minutes                           | apgar_1                                                     | -0.153715    | 0.267108   |              54 | 0.966043 |
|                                                                                     | apgar_5                                                     | -0.155531    | 0.26143    |              54 | 0.966043 |
|                                                                                     | placental_infarction                                        | -0.215927    | 0.116841   |              54 | 0.966043 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          | -0.163047    | 0.238791   |              54 | 0.966043 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  | -0.308639    | 0.0231649  |              54 | 0.966043 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.149341    | 0.281118   |              54 | 0.970367 |
|                                                                                     | gest_age_del                                                | -0.130009    | 0.348759   |              54 | 0.978627 |
|                                                                                     | delayed_villous_maturation                                  | -0.119541    | 0.389248   |              54 | 0.978627 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        |  0.101354    | 0.46585    |              54 | 0.987746 |
|                                                                                     | chorangiosis                                                | -0.100666    | 0.468897   |              54 | 0.987746 |
|                                                                                     | birthweight                                                 | -0.0647301   | 0.641913   |              54 | 0.999923 |
|                                                                                     | nicu_days                                                   | -0.0220066   | 0.874496   |              54 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              | -0.0399004   | 0.774526   |              54 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   | -0.0399004   | 0.774526   |              54 | 0.999923 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.0615072   | 0.658615   |              54 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.0396601   | 0.775848   |              54 | 0.999923 |
| First Trimester_heart_rate_-_zone:_peak_-_caloriesout                               | placental_infarction                                        |  0.234484    | 0.087884   |              54 | 0.966043 |
|                                                                                     | delayed_villous_maturation                                  | -0.114317    | 0.410452   |              54 | 0.978773 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.114296    | 0.410536   |              54 | 0.978773 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.0956833   | 0.491292   |              54 | 0.99674  |
|                                                                                     | chorangiosis                                                |  0.0939029   | 0.499427   |              54 | 0.999698 |
|                                                                                     | gest_age_del                                                |  0.048244    | 0.729023   |              54 | 0.999923 |
|                                                                                     | birthweight                                                 | -0.058158    | 0.676147   |              54 | 0.999923 |
|                                                                                     | apgar_1                                                     |  0.0829894   | 0.550771   |              54 | 0.999923 |
|                                                                                     | apgar_5                                                     |  0.0749045   | 0.590362   |              54 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0800678   | 0.56493    |              54 | 0.999923 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          | -0.0800678   | 0.56493    |              54 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0774194   | 0.577911   |              54 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.0800678   | 0.56493    |              54 | 0.999923 |
|                                                                                     | nicu_days                                                   |  0.00516977  | 0.970404   |              54 | 0.999998 |
|                                                                                     | accelerated_villous_maturation                              |  0.0125537   | 0.928211   |              54 | 0.999998 |
|                                                                                     | increased_syncytial_knots                                   |  0.0125537   | 0.928211   |              54 | 0.999998 |
| First Trimester_heart_rate_-_zone:_peak_-_min                                       | placental_infarction                                        | -0.207154    | 0.132839   |              54 | 0.966043 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          |  0.163078    | 0.2387     |              54 | 0.966043 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.239434    | 0.0811993  |              54 | 0.966043 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.233599    | 0.0891242  |              54 | 0.966043 |
|                                                                                     | nicu_days                                                   |  0.1497      | 0.279953   |              54 | 0.968508 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.147479    | 0.287229   |              54 | 0.975356 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  | -0.127111    | 0.3597     |              54 | 0.978627 |
|                                                                                     | chorangiosis                                                | -0.138442    | 0.318109   |              54 | 0.978627 |
|                                                                                     | gest_age_del                                                |  0.113315    | 0.414593   |              54 | 0.978773 |
|                                                                                     | apgar_5                                                     |  0.0995184   | 0.474006   |              54 | 0.987746 |
|                                                                                     | accelerated_villous_maturation                              | -0.0919093   | 0.508618   |              54 | 0.999698 |
|                                                                                     | increased_syncytial_knots                                   | -0.0919093   | 0.508618   |              54 | 0.999698 |
|                                                                                     | birthweight                                                 |  0.0206467   | 0.882195   |              54 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0705204   | 0.612349   |              54 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  |  0.0440498   | 0.751792   |              54 | 0.999923 |
|                                                                                     | apgar_1                                                     | -0.00694662  | 0.960239   |              54 | 0.999998 |
| First Trimester_heart_rate_-_zone:_peak_-_minutes                                   | placental_infarction                                        |  0.223046    | 0.104977   |              54 | 0.966043 |
|                                                                                     | delayed_villous_maturation                                  | -0.114317    | 0.410452   |              54 | 0.978773 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.114296    | 0.410536   |              54 | 0.978773 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.10059     | 0.469234   |              54 | 0.987746 |
|                                                                                     | gest_age_del                                                |  0.0267967   | 0.847475   |              54 | 0.999923 |
|                                                                                     | birthweight                                                 | -0.0764638   | 0.582628   |              54 | 0.999923 |
|                                                                                     | apgar_1                                                     |  0.0583309   | 0.675238   |              54 | 0.999923 |
|                                                                                     | apgar_5                                                     |  0.0675795   | 0.627292   |              54 | 0.999923 |
|                                                                                     | nicu_days                                                   |  0.0261879   | 0.8509     |              54 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              |  0.0345227   | 0.804269   |              54 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   |  0.0345227   | 0.804269   |              54 | 0.999923 |
|                                                                                     | decidual_arteriopathy_membrane_role/basal_plate/both        | -0.0800678   | 0.56493    |              54 | 0.999923 |
|                                                                                     | segmental_avascular_villi_small/intermediate/large          | -0.0800678   | 0.56493    |              54 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  |  0.0706873   | 0.611506   |              54 | 0.999923 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.0800678   | 0.56493    |              54 | 0.999923 |
|                                                                                     | chorangiosis                                                |  0.077572    | 0.57716    |              54 | 0.999923 |
| First Trimester_sleep_-_summary_-_stages_-_deep                                     | apgar_1                                                     |  0.177093    | 0.250143   |              44 | 0.966043 |
|                                                                                     | apgar_5                                                     |  0.258323    | 0.0904439  |              44 | 0.966043 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     |  0.340083    | 0.0239017  |              44 | 0.966043 |
|                                                                                     | chorangiosis                                                | -0.23418     | 0.126011   |              44 | 0.966043 |
|                                                                                     | accelerated_villous_maturation                              |  0.142725    | 0.355372   |              44 | 0.978627 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.126097    | 0.414719   |              44 | 0.978773 |
|                                                                                     | gest_age_del                                                |  0.110594    | 0.474811   |              44 | 0.987746 |
|                                                                                     | birthweight                                                 |  0.0851454   | 0.582641   |              44 | 0.999923 |
|                                                                                     | nicu_days                                                   | -0.0238601   | 0.877819   |              44 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   |  0.0873652   | 0.572814   |              44 | 0.999923 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  | -0.0603555   | 0.697141   |              44 | 0.999923 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse |  0.0266127   | 0.863849   |              44 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  | -0.00600463  | 0.969142   |              44 | 0.999998 |
| First Trimester_sleep_-_summary_-_stages_-_light                                    | maternal_inflammatory_response_stage/grade                  | -0.287576    | 0.058378   |              44 | 0.966043 |
|                                                                                     | chorangiosis                                                |  0.23418     | 0.126011   |              44 | 0.966043 |
|                                                                                     | villitis_of_unknown_etiology,_high/low_grade,_focal/diffuse | -0.148063    | 0.337475   |              44 | 0.978627 |
|                                                                                     | birthweight                                                 |  0.130467    | 0.398601   |              44 | 0.978773 |
|                                                                                     | nicu_days                                                   |  0.126742    | 0.412318   |              44 | 0.978773 |
|                                                                                     | increased_perivillous_fibrin_deposition                     |  0.114088    | 0.460879   |              44 | 0.98601  |
|                                                                                     | gest_age_del                                                | -0.075023    | 0.628384   |              44 | 0.999923 |
|                                                                                     | apgar_1                                                     | -0.0187849   | 0.903669   |              44 | 0.999923 |
|                                                                                     | apgar_5                                                     |  0.0701983   | 0.650695   |              44 | 0.999923 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse                     | -0.0269131   | 0.862327   |              44 | 0.999923 |
|                                                                                     | accelerated_villous_maturation                              | -0.0560061   | 0.718032   |              44 | 0.999923 |
|                                                                                     | increased_syncytial_knots                                   | -0.0218413   | 0.888087   |              44 | 0.999923 |
|                                                                                     | delayed_villous_maturation                                  |  0.0780601   | 0.614503   |              44 | 0.999923 |
| First Trimester_sleep_-_summary_-_stages_-_rem                                      | accelerated_villous_maturation                              | -0.168024    | 0.27561    |              44 | 0.966043 |
|                                                                                     | increased_syncytial_knots                                   | -0.200219    | 0.192537   |              44 | 0.966043 |
|                                                                                     | increased_perivillous_fibrin_deposition                     | -0.162131    | 0.293043   |              44 | 0.978627 |
|                                                                                     | maternal_inflammatory_response_stage/grade                  | -0.124266    | 0.421583   |              44 | 0.980905 |
|                                                                                     | birthweight                                                 |  0.116163    | 0.452712   |              44 | 0.983292 |
|                                                                                     | gest_age_del                                                | -0.0627096   | 0.685925   |              44 | 0.999923 |
|                                                                                     | apgar_1                                                     |  0.101578    | 0.511762   |              44 | 0.999923 |
