| independent_var                                                                     | dependent_var                           |         rho |     p_value |   sample_size_N |      FDR |
|                                                                                     | apgar_5                                 |  0.273772   | 0.242809    |              20 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.218822   | 0.353983    |              20 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.212398   | 0.368637    |              20 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.263604   | 0.26145     |              20 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.13925    | 0.558204    |              20 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0198929  | 0.933658    |              20 | 0.994534 |
| Late Second and Early Third Trimester_activities_-_goals_-_activeminutes            | gest_age_del                            | -0.204019   | 0.279519    |              30 | 0.99086  |
|                                                                                     | birthweight                             | -0.20386    | 0.279902    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.20362    | 0.28048     |              30 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0927531  | 0.625907    |              30 | 0.99086  |
|                                                                                     | nicu_days                               |  0.0344828  | 0.856448    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0344828  | 0.856448    |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0496292  | 0.794524    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.141293   | 0.456418    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.131306   | 0.489164    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0344828  | 0.856448    |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0496292  | 0.794524    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0496292  | 0.794524    |              30 | 0.99086  |
| Late Second and Early Third Trimester_activities_-_goals_-_caloriesout              | gest_age_del                            | -0.142587   | 0.452263    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.0892698  | 0.638989    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.220627   | 0.241365    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.151483   | 0.424245    |              30 | 0.99086  |
|                                                                                     | nicu_days                               | -0.203905   | 0.279793    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.0536593  | 0.778236    |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0772289  | 0.685012    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.195883   | 0.299549    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.147117   | 0.437875    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.075123   | 0.693182    |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.154458   | 0.415095    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.108121   | 0.569554    |              30 | 0.99086  |
| Late Second and Early Third Trimester_activities_-_goals_-_distance                 | apgar_1                                 | -0.428722   | 0.0180854   |              30 | 0.974663 |
|                                                                                     | birthweight                             | -0.266196   | 0.155065    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.195291   | 0.301041    |              30 | 0.99086  |
|                                                                                     | nicu_days                               |  0.0726034  | 0.703002    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0726034  | 0.703002    |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.104494   | 0.582644    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.297492   | 0.110359    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.276465   | 0.139162    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0726034  | 0.703002    |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.104494   | 0.582644    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.104494   | 0.582644    |              30 | 0.99086  |
|                                                                                     | gest_age_del                            | -0.0113043  | 0.952724    |              30 | 0.994694 |
| Late Second and Early Third Trimester_activities_-_goals_-_steps                    | gest_age_del                            |  0.384024   | 0.0361619   |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.229056   | 0.223395    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.215802   | 0.252072    |              30 | 0.99086  |
|                                                                                     | nicu_days                               |  0.061431   | 0.74709     |              30 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.399301   | 0.0288175   |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0884143  | 0.642218    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.068649   | 0.718507    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0935689  | 0.622859    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.061431   | 0.74709     |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0884143  | 0.642218    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.364709   | 0.0475282   |              30 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0173108  | 0.927657    |              30 | 0.994534 |
| Late Second and Early Third Trimester_activities_-_summary_-_activitycalories       | gest_age_del                            |  0.0846231  | 0.656606    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.0413885  | 0.828088    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.157889   | 0.404679    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0868372  | 0.648188    |              30 | 0.99086  |
|                                                                                     | nicu_days                               |  0.139452   | 0.462365    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0750896  | 0.693312    |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0771946  | 0.685145    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.195796   | 0.299769    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0816951  | 0.667801    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.117998   | 0.53459     |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0154389  | 0.935463    |              30 | 0.994534 |
|                                                                                     | chorangiosis                            |  0          | 1           |              30 | 1        |
| Late Second and Early Third Trimester_activities_-_summary_-_caloriesbmr            | gest_age_del                            | -0.158557   | 0.402669    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.0903427  | 0.634948    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0387098  | 0.839065    |              30 | 0.99086  |
|                                                                                     | nicu_days                               | -0.268177   | 0.1519      |              30 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.0750896  | 0.693312    |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.216145   | 0.251302    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.0439542  | 0.817603    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0408475  | 0.830302    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.203815   | 0.280011    |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.123511   | 0.51553     |              30 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.231584   | 0.218188    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0123661  | 0.948289    |              30 | 0.994534 |
| Late Second and Early Third Trimester_activities_-_summary_-_caloriesout            | gest_age_del                            | -0.0320677  | 0.866409    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.0529595  | 0.781058    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.166804   | 0.378319    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0357242  | 0.851336    |              30 | 0.99086  |
|                                                                                     | nicu_days                               | -0.117998   | 0.53459     |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0536354  | 0.778332    |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.13895    | 0.463994    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.171821   | 0.363936    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.065356   | 0.731503    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.18236    | 0.334791    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.0463167  | 0.807976    |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.0154389  | 0.935463    |              30 | 0.994534 |
| Late Second and Early Third Trimester_activities_-_summary_-_fairlyactiveminutes    | gest_age_del                            |  0.135842   | 0.474144    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.14575    | 0.442189    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.106041   | 0.577043    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0302281  | 0.87401     |              30 | 0.99086  |
|                                                                                     | nicu_days                               | -0.117998   | 0.53459     |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0965438  | 0.611796    |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.216145   | 0.251302    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.115879   | 0.542003    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.268177   | 0.1519      |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.108072   | 0.569727    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.0154389  | 0.935463    |              30 | 0.994534 |
|                                                                                     | increased_syncytial_knots               |  0          | 1           |              30 | 1        |
| Late Second and Early Third Trimester_activities_-_summary_-_lightlyactiveminutes   | gest_age_del                            |  0.108897   | 0.56677     |              30 | 0.99086  |
|                                                                                     | birthweight                             | -0.0460614  | 0.809015    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.110968   | 0.559369    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.112943   | 0.552354    |              30 | 0.99086  |
|                                                                                     | nicu_days                               |  0.268177   | 0.1519      |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.117998   | 0.53459     |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.108072   | 0.569727    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.219771   | 0.243242    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.106204   | 0.576457    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0536354  | 0.778332    |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0617557  | 0.745797    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.0771946  | 0.685145    |              30 | 0.99086  |
| Late Second and Early Third Trimester_activities_-_summary_-_marginalcalories       | gest_age_del                            |  0.0683666  | 0.719619    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.064308   | 0.735655    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.196599   | 0.297752    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.0445178  | 0.815304    |              30 | 0.99086  |
|                                                                                     | nicu_days                               |  0.0536354  | 0.778332    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0750896  | 0.693312    |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0463167  | 0.807976    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.187804   | 0.320312    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.0735256  | 0.699402    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.160906   | 0.395644    |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0463167  | 0.807976    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0          | 1           |              30 | 1        |
| Late Second and Early Third Trimester_activities_-_summary_-_sedentaryminutes       | gest_age_del                            | -0.224697   | 0.232572    |              30 | 0.99086  |
|                                                                                     | birthweight                             | -0.193146   | 0.306485    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.133279   | 0.482604    |              30 | 0.99086  |
|                                                                                     | nicu_days                               | -0.246723   | 0.188724    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.289631   | 0.120553    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.155838   | 0.410889    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.0571865  | 0.764055    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              |  0.0750896  | 0.693312    |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.13895    | 0.463994    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.370534   | 0.0438362   |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.0154389  | 0.935463    |              30 | 0.994534 |
|                                                                                     | apgar_1                                 | -0.00750736 | 0.968593    |              30 | 0.998214 |
| Late Second and Early Third Trimester_activities_-_summary_-_steps                  | gest_age_del                            |  0.189066   | 0.317012    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.114597   | 0.546511    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0856308  | 0.65277     |              30 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.195384   | 0.300808    |              30 | 0.99086  |
|                                                                                     | nicu_days                               |  0.203815   | 0.280011    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0321813  | 0.86594     |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0617557  | 0.745797    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.0998959  | 0.59943     |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.0965438  | 0.611796    |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0463167  | 0.807976    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.185267   | 0.327012    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.00816951 | 0.965825    |              30 | 0.998214 |
| Late Second and Early Third Trimester_activities_-_summary_-_totaldistances         | gest_age_del                            |  0.213117   | 0.258165    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.194704   | 0.302525    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.314373   | 0.0906599   |              30 | 0.99086  |
|                                                                                     | nicu_days                               |  0.18236    | 0.334791    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0321813  | 0.86594     |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0463167  | 0.807976    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.139854   | 0.461062    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.032678   | 0.86389     |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0617557  | 0.745797    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.200706   | 0.287569    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0136071  | 0.943107    |              30 | 0.994534 |
|                                                                                     | delayed_villous_maturation              | -0.0107271  | 0.955135    |              30 | 0.995703 |
| Late Second and Early Third Trimester_activities_-_summary_-_veryactiveminutes      | gest_age_del                            |  0.230735   | 0.219927    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.29309    | 0.115985    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0396526  | 0.835198    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0368275  | 0.846797    |              30 | 0.99086  |
|                                                                                     | nicu_days                               | -0.160924   | 0.395591    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.0536414  | 0.778308    |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.123525   | 0.515483    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.0359665  | 0.850338    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.0817041  | 0.667766    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.289664   | 0.12051     |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0617625  | 0.745769    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.293372   | 0.115618    |              30 | 0.99086  |
| Late Second and Early Third Trimester_activities_summary_steps                      | gest_age_del                            |  0.189066   | 0.317012    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.114597   | 0.546511    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0856308  | 0.65277     |              30 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.195384   | 0.300808    |              30 | 0.99086  |
|                                                                                     | nicu_days                               |  0.203815   | 0.280011    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0321813  | 0.86594     |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0617557  | 0.745797    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.0998959  | 0.59943     |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.0965438  | 0.611796    |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0463167  | 0.807976    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.185267   | 0.327012    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.00816951 | 0.965825    |              30 | 0.998214 |
| Late Second and Early Third Trimester_activities_summary_totaldistances             | gest_age_del                            |  0.213117   | 0.258165    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.194704   | 0.302525    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.314373   | 0.0906599   |              30 | 0.99086  |
|                                                                                     | nicu_days                               |  0.18236    | 0.334791    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.0321813  | 0.86594     |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.0463167  | 0.807976    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.139854   | 0.461062    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.032678   | 0.86389     |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0617557  | 0.745797    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.200706   | 0.287569    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0136071  | 0.943107    |              30 | 0.994534 |
|                                                                                     | delayed_villous_maturation              | -0.0107271  | 0.955135    |              30 | 0.995703 |
| Late Second and Early Third Trimester_activities_summary_veryactiveminutes          | gest_age_del                            |  0.230735   | 0.219927    |              30 | 0.99086  |
|                                                                                     | birthweight                             |  0.29309    | 0.115985    |              30 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0396526  | 0.835198    |              30 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.0368275  | 0.846797    |              30 | 0.99086  |
|                                                                                     | nicu_days                               | -0.160924   | 0.395591    |              30 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.0536414  | 0.778308    |              30 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.123525   | 0.515483    |              30 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.0359665  | 0.850338    |              30 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.0817041  | 0.667766    |              30 | 0.99086  |
|                                                                                     | delayed_villous_maturation              | -0.289664   | 0.12051     |              30 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.0617625  | 0.745769    |              30 | 0.99086  |
|                                                                                     | chorangiosis                            |  0.293372   | 0.115618    |              30 | 0.99086  |
| Late Second and Early Third Trimester_heart_rate_-_resting_heart_rate               | gest_age_del                            |  0.0509649  | 0.817363    |              23 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.266447   | 0.219093    |              23 | 0.99086  |
|                                                                                     | nicu_days                               | -0.321412   | 0.134787    |              23 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.353553   | 0.0979292   |              23 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse | -0.289271   | 0.180648    |              23 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.330289   | 0.123745    |              23 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.330289   | 0.123745    |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.186097   | 0.395224    |              23 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.020649   | 0.925493    |              23 | 0.994534 |
|                                                                                     | birthweight                             | -0.0108696  | 0.960742    |              23 | 0.995996 |
|                                                                                     | chorangiosis                            |  0          | 1           |              23 | 1        |
| Late Second and Early Third Trimester_heart_rate_-_zone:_cardio_-_caloriesout       | birthweight                             | -0.076087   | 0.730055    |              23 | 0.99086  |
|                                                                                     | apgar_5                                 | -0.172937   | 0.430054    |              23 | 0.99086  |
|                                                                                     | nicu_days                               | -0.0964237  | 0.661629    |              23 | 0.99086  |
|                                                                                     | placental_infarction                    |  0.224989   | 0.302005    |              23 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          |  0.412861   | 0.0502356   |              23 | 0.99086  |
|                                                                                     | increased_syncytial_knots               |  0.412861   | 0.0502356   |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition |  0.139573   | 0.525324    |              23 | 0.99086  |
|                                                                                     | chorangiosis                            | -0.0465242  | 0.833049    |              23 | 0.99086  |
|                                                                                     | apgar_1                                 | -0.0144543  | 0.947809    |              23 | 0.994534 |
|                                                                                     | gest_age_del                            |  0.0094013  | 0.966042    |              23 | 0.998214 |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0          | 1           |              23 | 1        |
| Late Second and Early Third Trimester_heart_rate_-_zone:_cardio_-_max               | gest_age_del                            |  0.0692727  | 0.753467    |              23 | 0.99086  |
|                                                                                     | apgar_1                                 |  0.0505901  | 0.818684    |              23 | 0.99086  |
|                                                                                     | apgar_5                                 |  0.158291   | 0.470681    |              23 | 0.99086  |
|                                                                                     | nicu_days                               |  0.0964237  | 0.661629    |              23 | 0.99086  |
|                                                                                     | placental_infarction                    | -0.289271   | 0.180648    |              23 | 0.99086  |
|                                                                                     | distal_villous_hypoplasia_focal/diffuse |  0.192847   | 0.377991    |              23 | 0.99086  |
|                                                                                     | accelerated_villous_maturation          | -0.302765   | 0.160244    |              23 | 0.99086  |
|                                                                                     | increased_syncytial_knots               | -0.302765   | 0.160244    |              23 | 0.99086  |
|                                                                                     | increased_perivillous_fibrin_deposition | -0.116311   | 0.597154    |              23 | 0.99086  |
